id,timestamp,target,temperature_forecast,solar_forecast,holiday
area_001,2026-01-01 23:30:00,4341.21,10.67,0.0,0
area_001,2026-01-02 00:00:00,4318.73,12.11,0.0,0
area_001,2026-01-02 00:30:00,4474.01,12.68,0.0,0
area_001,2026-01-02 01:00:00,4488.54,13.91,0.0,0
area_001,2026-01-02 01:30:00,4482.46,15.2,0.0,0
area_001,2026-01-02 02:00:00,4469.82,14.49,0.0,0
area_001,2026-01-02 02:30:00,4519.07,16.29,0.0,0
area_001,2026-01-02 03:00:00,4472.08,16.97,0.0,0
area_001,2026-01-02 03:30:00,4492.76,17.55,0.0,0
area_001,2026-01-02 04:00:00,4451.4,18.44,0.0,0
area_001,2026-01-02 04:30:00,4558.87,20.34,0.0,0
area_001,2026-01-02 05:00:00,4532.56,18.8,0.0,0
area_001,2026-01-02 05:30:00,4501.5,20.49,0.0,0
area_001,2026-01-02 06:00:00,4532.19,18.46,0.0,0
area_001,2026-01-02 06:30:00,4532.59,19.48,0.1305,0
area_001,2026-01-02 07:00:00,4603.76,19.69,0.2588,0
area_001,2026-01-02 07:30:00,4543.83,19.71,0.3827,0
area_001,2026-01-02 08:00:00,4476.77,19.36,0.5,0
area_001,2026-01-02 08:30:00,4455.44,18.86,0.6088,0
area_001,2026-01-02 09:00:00,4417.46,17.27,0.7071,0
area_001,2026-01-02 09:30:00,4389.78,16.4,0.7934,0
area_001,2026-01-02 10:00:00,4317.65,16.6,0.866,0
area_001,2026-01-02 10:30:00,4353.93,14.83,0.9239,0
area_001,2026-01-02 11:00:00,4322.6,12.98,0.9659,0
area_001,2026-01-02 11:30:00,4282.59,12.08,0.9914,0
area_001,2026-01-02 12:00:00,4345.0,11.21,1.0,0
area_001,2026-01-02 12:30:00,4310.77,11.31,0.9914,0
area_001,2026-01-02 13:00:00,4205.51,10.01,0.9659,0
area_001,2026-01-02 13:30:00,4264.97,9.46,0.9239,0
area_001,2026-01-02 14:00:00,4320.62,7.64,0.866,0
area_001,2026-01-02 14:30:00,4311.95,7.24,0.7934,0
area_001,2026-01-02 15:00:00,4302.57,6.83,0.7071,0
area_001,2026-01-02 15:30:00,4268.34,5.4,0.6088,0
area_001,2026-01-02 16:00:00,4222.07,5.43,0.5,0
area_001,2026-01-02 16:30:00,4228.28,4.08,0.3827,0
area_001,2026-01-02 17:00:00,4295.9,3.98,0.2588,0
area_001,2026-01-02 17:30:00,4306.5,3.76,0.1305,0
area_001,2026-01-02 18:00:00,4367.32,3.04,0.0,0
area_001,2026-01-02 18:30:00,4340.95,4.46,0.0,0
area_001,2026-01-02 19:00:00,4298.92,3.9,0.0,0
area_001,2026-01-02 19:30:00,4247.95,4.62,0.0,0
area_001,2026-01-02 20:00:00,4290.47,5.45,0.0,0
area_001,2026-01-02 20:30:00,4322.69,6.0,0.0,0
area_001,2026-01-02 21:00:00,4310.51,6.86,0.0,0
area_001,2026-01-02 21:30:00,4312.56,7.03,0.0,0
area_001,2026-01-02 22:00:00,4365.09,7.64,0.0,0
area_001,2026-01-02 22:30:00,4339.59,8.85,0.0,0
area_001,2026-01-02 23:00:00,4365.08,8.54,0.0,0
area_001,2026-01-02 23:30:00,4418.19,9.76,0.0,0
area_001,2026-01-03 00:00:00,4218.42,10.89,0.0,1
area_001,2026-01-03 00:30:00,4257.55,12.19,0.0,1
area_001,2026-01-03 01:00:00,4256.63,14.32,0.0,1
area_001,2026-01-03 01:30:00,4220.6,14.26,0.0,1
area_001,2026-01-03 02:00:00,4256.49,15.61,0.0,1
area_001,2026-01-03 02:30:00,4335.29,17.81,0.0,1
area_001,2026-01-03 03:00:00,4246.9,17.26,0.0,1
area_001,2026-01-03 03:30:00,4223.16,18.81,0.0,1
area_001,2026-01-03 04:00:00,4239.05,18.04,0.0,1
area_001,2026-01-03 04:30:00,4350.47,19.07,0.0,1
area_001,2026-01-03 05:00:00,4355.09,18.8,0.0,1
area_001,2026-01-03 05:30:00,4362.59,19.48,0.0,1
area_001,2026-01-03 06:00:00,4437.39,20.47,0.0,1
area_001,2026-01-03 06:30:00,4217.91,18.34,0.1305,1
area_001,2026-01-03 07:00:00,4358.93,19.84,0.2588,1
area_001,2026-01-03 07:30:00,4382.75,19.33,0.3827,1
area_001,2026-01-03 08:00:00,4221.29,18.18,0.5,1
area_001,2026-01-03 08:30:00,4240.8,16.9,0.6088,1
area_001,2026-01-03 09:00:00,4187.94,17.41,0.7071,1
area_001,2026-01-03 09:30:00,4169.0,16.12,0.7934,1
area_001,2026-01-03 10:00:00,4166.78,15.84,0.866,1
area_001,2026-01-03 10:30:00,4229.2,14.71,0.9239,1
area_001,2026-01-03 11:00:00,4211.78,14.96,0.9659,1
area_001,2026-01-03 11:30:00,4117.42,12.44,0.9914,1
area_001,2026-01-03 12:00:00,4211.12,10.74,1.0,1
area_001,2026-01-03 12:30:00,4099.11,10.64,0.9914,1
area_001,2026-01-03 13:00:00,4163.3,9.62,0.9659,1
area_001,2026-01-03 13:30:00,4056.7,9.52,0.9239,1
area_001,2026-01-03 14:00:00,4064.04,8.13,0.866,1
area_001,2026-01-03 14:30:00,4073.56,6.86,0.7934,1
area_001,2026-01-03 15:00:00,4183.71,6.93,0.7071,1
area_001,2026-01-03 15:30:00,4106.98,4.09,0.6088,1
area_001,2026-01-03 16:00:00,4031.38,3.92,0.5,1
area_001,2026-01-03 16:30:00,4113.07,3.2,0.3827,1
area_001,2026-01-03 17:00:00,4052.48,3.27,0.2588,1
area_001,2026-01-03 17:30:00,4065.25,2.24,0.1305,1
area_001,2026-01-03 18:00:00,4115.13,3.76,0.0,1
area_001,2026-01-03 18:30:00,4084.82,3.11,0.0,1
area_001,2026-01-03 19:00:00,4111.32,2.28,0.0,1
area_001,2026-01-03 19:30:00,4097.46,2.95,0.0,1
area_001,2026-01-03 20:00:00,4101.93,4.45,0.0,1
area_001,2026-01-03 20:30:00,4106.45,5.42,0.0,1
area_001,2026-01-03 21:00:00,3995.05,7.0,0.0,1
area_001,2026-01-03 21:30:00,4111.1,8.49,0.0,1
area_001,2026-01-03 22:00:00,4075.17,7.33,0.0,1
area_001,2026-01-03 22:30:00,4081.35,7.11,0.0,1
area_001,2026-01-03 23:00:00,4168.29,7.16,0.0,1
area_001,2026-01-03 23:30:00,4160.14,10.07,0.0,1
area_001,2026-01-04 00:00:00,4149.81,10.22,0.0,1
area_001,2026-01-04 00:30:00,4226.51,11.55,0.0,1
area_001,2026-01-04 01:00:00,4143.2,12.38,0.0,1
area_001,2026-01-04 01:30:00,4191.8,13.71,0.0,1
area_001,2026-01-04 02:00:00,4181.35,15.58,0.0,1
area_001,2026-01-04 02:30:00,4225.89,15.69,0.0,1
area_001,2026-01-04 03:00:00,4253.08,16.19,0.0,1
area_001,2026-01-04 03:30:00,4212.68,16.14,0.0,1
area_001,2026-01-04 04:00:00,4304.0,16.18,0.0,1
area_001,2026-01-04 04:30:00,4265.53,17.56,0.0,1
area_001,2026-01-04 05:00:00,4181.25,18.2,0.0,1
area_001,2026-01-04 05:30:00,4204.45,19.83,0.0,1
area_001,2026-01-04 06:00:00,4273.84,18.55,0.0,1
area_001,2026-01-04 06:30:00,4256.7,19.13,0.1305,1
area_001,2026-01-04 07:00:00,4231.07,17.7,0.2588,1
area_001,2026-01-04 07:30:00,4224.76,16.78,0.3827,1
area_001,2026-01-04 08:00:00,4215.2,16.45,0.5,1
area_001,2026-01-04 08:30:00,4225.67,16.03,0.6088,1
area_001,2026-01-04 09:00:00,4081.19,17.58,0.7071,1
area_001,2026-01-04 09:30:00,4091.39,14.4,0.7934,1
area_001,2026-01-04 10:00:00,4056.34,14.82,0.866,1
area_001,2026-01-04 10:30:00,4118.45,12.45,0.9239,1
area_001,2026-01-04 11:00:00,4122.05,12.89,0.9659,1
area_001,2026-01-04 11:30:00,4034.87,11.39,0.9914,1
area_001,2026-01-04 12:00:00,3931.18,9.87,1.0,1
area_001,2026-01-04 12:30:00,3950.73,8.89,0.9914,1
area_001,2026-01-04 13:00:00,3983.52,7.33,0.9659,1
area_001,2026-01-04 13:30:00,3972.27,7.18,0.9239,1
area_001,2026-01-04 14:00:00,3979.9,5.49,0.866,1
area_001,2026-01-04 14:30:00,4001.73,3.96,0.7934,1
area_001,2026-01-04 15:00:00,3981.98,3.1,0.7071,1
area_001,2026-01-04 15:30:00,4024.81,3.53,0.6088,1
area_001,2026-01-04 16:00:00,3931.65,4.04,0.5,1
area_001,2026-01-04 16:30:00,3941.77,2.4,0.3827,1
area_001,2026-01-04 17:00:00,4010.16,1.81,0.2588,1
area_001,2026-01-04 17:30:00,3922.08,1.89,0.1305,1
area_001,2026-01-04 18:00:00,4006.44,2.6,0.0,1
area_001,2026-01-04 18:30:00,4004.94,1.76,0.0,1
area_001,2026-01-04 19:00:00,4001.84,1.43,0.0,1
area_001,2026-01-04 19:30:00,4065.83,2.94,0.0,1
area_001,2026-01-04 20:00:00,3978.55,2.83,0.0,1
area_001,2026-01-04 20:30:00,4093.07,4.26,0.0,1
area_001,2026-01-04 21:00:00,4013.05,3.83,0.0,1
area_001,2026-01-04 21:30:00,3990.5,3.45,0.0,1
area_001,2026-01-04 22:00:00,4062.86,4.17,0.0,1
area_001,2026-01-04 22:30:00,3988.54,7.49,0.0,1
area_001,2026-01-04 23:00:00,4014.12,8.51,0.0,1
area_001,2026-01-04 23:30:00,4099.42,7.98,0.0,1
area_001,2026-01-05 00:00:00,4301.38,8.83,0.0,0
area_001,2026-01-05 00:30:00,4240.27,11.31,0.0,0
area_001,2026-01-05 01:00:00,4353.8,10.25,0.0,0
area_001,2026-01-05 01:30:00,4370.94,11.38,0.0,0
area_001,2026-01-05 02:00:00,4377.43,13.51,0.0,0
area_001,2026-01-05 02:30:00,4358.51,13.52,0.0,0
area_001,2026-01-05 03:00:00,4400.83,14.59,0.0,0
area_001,2026-01-05 03:30:00,4264.48,15.12,0.0,0
area_001,2026-01-05 04:00:00,4335.62,16.07,0.0,0
area_001,2026-01-05 04:30:00,4303.76,17.36,0.0,0
area_001,2026-01-05 05:00:00,4366.04,16.61,0.0,0
area_001,2026-01-05 05:30:00,4330.14,17.23,0.0,0
area_001,2026-01-05 06:00:00,4378.12,15.11,0.0,0
area_001,2026-01-05 06:30:00,4433.88,16.62,0.1305,0
area_001,2026-01-05 07:00:00,4334.82,15.75,0.2588,0
area_001,2026-01-05 07:30:00,4348.3,15.08,0.3827,0
area_001,2026-01-05 08:00:00,4297.34,14.87,0.5,0
area_001,2026-01-05 08:30:00,4286.22,14.69,0.6088,0
area_001,2026-01-05 09:00:00,4249.69,14.98,0.7071,0
area_001,2026-01-05 09:30:00,4275.12,12.37,0.7934,0
area_001,2026-01-05 10:00:00,4272.71,12.56,0.866,0
area_001,2026-01-05 10:30:00,4281.14,11.18,0.9239,0
area_001,2026-01-05 11:00:00,4200.89,10.29,0.9659,0
area_001,2026-01-05 11:30:00,4181.32,10.31,0.9914,0
area_001,2026-01-05 12:00:00,4092.26,8.87,1.0,0
area_001,2026-01-05 12:30:00,4116.75,8.44,0.9914,0
area_001,2026-01-05 13:00:00,4167.13,6.2,0.9659,0
area_001,2026-01-05 13:30:00,4159.25,4.75,0.9239,0
area_001,2026-01-05 14:00:00,4116.07,4.17,0.866,0
area_001,2026-01-05 14:30:00,4135.05,3.65,0.7934,0
area_001,2026-01-05 15:00:00,4114.2,2.79,0.7071,0
area_001,2026-01-05 15:30:00,4158.89,1.07,0.6088,0
area_001,2026-01-05 16:00:00,4105.8,1.41,0.5,0
area_001,2026-01-05 16:30:00,4078.7,1.04,0.3827,0
area_001,2026-01-05 17:00:00,4089.96,2.52,0.2588,0
area_001,2026-01-05 17:30:00,3958.15,1.78,0.1305,0
area_001,2026-01-05 18:00:00,4147.9,-0.48,0.0,0
area_001,2026-01-05 18:30:00,3960.34,0.02,0.0,0
area_001,2026-01-05 19:00:00,4062.19,-0.73,0.0,0
area_001,2026-01-05 19:30:00,4154.17,0.29,0.0,0
area_001,2026-01-05 20:00:00,4150.78,1.46,0.0,0
area_001,2026-01-05 20:30:00,4074.25,2.74,0.0,0
area_001,2026-01-05 21:00:00,4124.92,1.87,0.0,0
area_001,2026-01-05 21:30:00,4227.86,2.71,0.0,0
area_001,2026-01-05 22:00:00,4172.36,2.37,0.0,0
area_001,2026-01-05 22:30:00,4285.02,4.89,0.0,0
area_001,2026-01-05 23:00:00,4207.0,5.15,0.0,0
area_001,2026-01-05 23:30:00,4232.9,6.59,0.0,0
area_001,2026-01-06 00:00:00,4304.89,7.35,0.0,0
area_001,2026-01-06 00:30:00,4242.99,9.01,0.0,0
area_001,2026-01-06 01:00:00,4224.14,8.7,0.0,0
area_001,2026-01-06 01:30:00,4274.12,9.92,0.0,0
area_001,2026-01-06 02:00:00,4249.58,13.73,0.0,0
area_001,2026-01-06 02:30:00,4239.54,11.86,0.0,0
area_001,2026-01-06 03:00:00,4297.72,12.79,0.0,0
area_001,2026-01-06 03:30:00,4252.11,15.83,0.0,0
area_001,2026-01-06 04:00:00,4322.85,17.26,0.0,0
area_001,2026-01-06 04:30:00,4334.6,14.46,0.0,0
area_001,2026-01-06 05:00:00,4315.78,15.43,0.0,0
area_001,2026-01-06 05:30:00,4318.49,16.21,0.0,0
area_001,2026-01-06 06:00:00,4318.68,17.38,0.0,0
area_001,2026-01-06 06:30:00,4354.15,15.14,0.1305,0
area_001,2026-01-06 07:00:00,4258.85,15.53,0.2588,0
area_001,2026-01-06 07:30:00,4229.9,16.02,0.3827,0
area_001,2026-01-06 08:00:00,4313.63,15.28,0.5,0
area_001,2026-01-06 08:30:00,4236.95,14.05,0.6088,0
area_001,2026-01-06 09:00:00,4171.05,13.56,0.7071,0
area_001,2026-01-06 09:30:00,4250.5,11.79,0.7934,0
area_001,2026-01-06 10:00:00,4220.6,11.83,0.866,0
area_001,2026-01-06 10:30:00,4113.58,10.88,0.9239,0
area_001,2026-01-06 11:00:00,4170.35,10.29,0.9659,0
area_001,2026-01-06 11:30:00,4186.13,8.64,0.9914,0
area_001,2026-01-06 12:00:00,4143.87,8.43,1.0,0
area_001,2026-01-06 12:30:00,4136.47,7.82,0.9914,0
area_001,2026-01-06 13:00:00,4043.32,6.12,0.9659,0
area_001,2026-01-06 13:30:00,4110.07,5.3,0.9239,0
area_001,2026-01-06 14:00:00,4077.93,4.13,0.866,0
area_001,2026-01-06 14:30:00,4065.74,3.23,0.7934,0
area_001,2026-01-06 15:00:00,4132.41,1.88,0.7071,0
area_001,2026-01-06 15:30:00,4148.3,2.03,0.6088,0
area_001,2026-01-06 16:00:00,4169.67,1.13,0.5,0
area_001,2026-01-06 16:30:00,4128.51,2.44,0.3827,0
area_001,2026-01-06 17:00:00,4077.5,1.7,0.2588,0
area_001,2026-01-06 17:30:00,4121.11,0.56,0.1305,0
area_001,2026-01-06 18:00:00,4164.16,-0.41,0.0,0
area_001,2026-01-06 18:30:00,4140.71,-0.61,0.0,0
area_001,2026-01-06 19:00:00,4118.88,1.46,0.0,0
area_001,2026-01-06 19:30:00,4165.83,1.07,0.0,0
area_001,2026-01-06 20:00:00,4130.75,1.72,0.0,0
area_001,2026-01-06 20:30:00,4134.24,0.54,0.0,0
area_001,2026-01-06 21:00:00,4128.7,3.39,0.0,0
area_001,2026-01-06 21:30:00,4192.72,3.82,0.0,0
area_001,2026-01-06 22:00:00,4194.56,3.46,0.0,0
area_001,2026-01-06 22:30:00,4216.23,4.93,0.0,0
area_001,2026-01-06 23:00:00,4237.22,6.53,0.0,0
area_001,2026-01-06 23:30:00,4207.46,7.41,0.0,0
area_001,2026-01-07 00:00:00,4277.37,8.2,0.0,0
area_001,2026-01-07 00:30:00,4273.46,9.42,0.0,0
area_001,2026-01-07 01:00:00,4217.47,10.35,0.0,0
area_001,2026-01-07 01:30:00,4347.93,11.69,0.0,0
area_001,2026-01-07 02:00:00,4259.55,13.71,0.0,0
area_001,2026-01-07 02:30:00,4265.75,11.38,0.0,0
area_001,2026-01-07 03:00:00,4278.94,14.05,0.0,0
area_001,2026-01-07 03:30:00,4285.93,15.1,0.0,0
area_001,2026-01-07 04:00:00,4341.99,15.8,0.0,0
area_001,2026-01-07 04:30:00,4342.32,15.76,0.0,0
area_001,2026-01-07 05:00:00,4360.83,15.02,0.0,0
area_001,2026-01-07 05:30:00,4384.59,16.92,0.0,0
area_001,2026-01-07 06:00:00,4362.36,18.13,0.0,0
area_001,2026-01-07 06:30:00,4382.72,15.49,0.1305,0
area_001,2026-01-07 07:00:00,4347.16,17.23,0.2588,0
area_001,2026-01-07 07:30:00,4355.51,15.97,0.3827,0
area_001,2026-01-07 08:00:00,4214.53,15.75,0.5,0
area_001,2026-01-07 08:30:00,4287.89,14.41,0.6088,0
area_001,2026-01-07 09:00:00,4181.42,14.33,0.7071,0
area_001,2026-01-07 09:30:00,4245.92,14.88,0.7934,0
area_001,2026-01-07 10:00:00,4235.32,13.47,0.866,0
area_001,2026-01-07 10:30:00,4253.33,13.48,0.9239,0
area_001,2026-01-07 11:00:00,4250.29,12.08,0.9659,0
area_001,2026-01-07 11:30:00,4199.61,10.49,0.9914,0
area_001,2026-01-07 12:00:00,4140.03,10.53,1.0,0
area_001,2026-01-07 12:30:00,4187.23,8.47,0.9914,0
area_001,2026-01-07 13:00:00,4127.29,7.79,0.9659,0
area_001,2026-01-07 13:30:00,4155.57,5.94,0.9239,0
area_001,2026-01-07 14:00:00,4190.08,5.32,0.866,0
area_001,2026-01-07 14:30:00,4125.56,3.88,0.7934,0
area_001,2026-01-07 15:00:00,4166.78,4.47,0.7071,0
area_001,2026-01-07 15:30:00,4186.45,2.09,0.6088,0
area_001,2026-01-07 16:00:00,4094.62,3.11,0.5,0
area_001,2026-01-07 16:30:00,4198.27,1.9,0.3827,0
area_001,2026-01-07 17:00:00,4178.89,2.69,0.2588,0
area_001,2026-01-07 17:30:00,4167.21,2.19,0.1305,0
area_001,2026-01-07 18:00:00,4128.83,3.01,0.0,0
area_001,2026-01-07 18:30:00,4139.28,2.24,0.0,0
area_001,2026-01-07 19:00:00,4183.99,0.64,0.0,0
area_001,2026-01-07 19:30:00,4221.98,2.22,0.0,0
area_001,2026-01-07 20:00:00,4174.88,1.84,0.0,0
area_001,2026-01-07 20:30:00,4239.8,2.98,0.0,0
area_001,2026-01-07 21:00:00,4152.53,5.33,0.0,0
area_001,2026-01-07 21:30:00,4221.34,5.45,0.0,0
area_001,2026-01-07 22:00:00,4263.89,5.29,0.0,0
area_001,2026-01-07 22:30:00,4386.9,6.02,0.0,0
area_001,2026-01-07 23:00:00,4218.26,7.88,0.0,0
area_001,2026-01-07 23:30:00,4376.05,7.95,0.0,0
area_001,2026-01-08 00:00:00,4326.26,9.46,0.0,0
area_001,2026-01-08 00:30:00,4342.83,11.33,0.0,0
area_001,2026-01-08 01:00:00,4335.78,13.07,0.0,0
area_001,2026-01-08 01:30:00,4371.68,13.66,0.0,0
area_001,2026-01-08 02:00:00,4391.62,12.32,0.0,0
area_001,2026-01-08 02:30:00,4448.36,15.3,0.0,0
area_001,2026-01-08 03:00:00,4377.32,15.94,0.0,0
area_001,2026-01-08 03:30:00,4456.01,16.94,0.0,0
area_001,2026-01-08 04:00:00,4386.68,18.52,0.0,0
area_001,2026-01-08 04:30:00,4447.59,16.08,0.0,0
area_001,2026-01-08 05:00:00,4391.81,17.63,0.0,0
area_001,2026-01-08 05:30:00,4474.48,18.81,0.0,0
area_001,2026-01-08 06:00:00,4523.22,17.18,0.0,0
area_001,2026-01-08 06:30:00,4454.09,19.59,0.1305,0
area_001,2026-01-08 07:00:00,4418.96,18.54,0.2588,0
area_001,2026-01-08 07:30:00,4360.58,18.62,0.3827,0
area_001,2026-01-08 08:00:00,4383.72,17.06,0.5,0
area_001,2026-01-08 08:30:00,4290.86,17.62,0.6088,0
area_001,2026-01-08 09:00:00,4302.07,17.17,0.7071,0
area_001,2026-01-08 09:30:00,4345.95,15.75,0.7934,0
area_001,2026-01-08 10:00:00,4378.4,14.92,0.866,0
area_001,2026-01-08 10:30:00,4428.77,14.04,0.9239,0
area_001,2026-01-08 11:00:00,4273.08,12.18,0.9659,0
area_001,2026-01-08 11:30:00,4341.47,11.76,0.9914,0
area_001,2026-01-08 12:00:00,4274.59,10.75,1.0,0
area_001,2026-01-08 12:30:00,4239.03,10.16,0.9914,0
area_001,2026-01-08 13:00:00,4248.37,9.66,0.9659,0
area_001,2026-01-08 13:30:00,4246.67,7.06,0.9239,0
area_001,2026-01-08 14:00:00,4232.43,6.9,0.866,0
area_001,2026-01-08 14:30:00,4187.37,7.35,0.7934,0
area_001,2026-01-08 15:00:00,4166.35,4.81,0.7071,0
area_001,2026-01-08 15:30:00,4161.67,4.09,0.6088,0
area_001,2026-01-08 16:00:00,4252.42,4.36,0.5,0
area_001,2026-01-08 16:30:00,4209.11,4.44,0.3827,0
area_001,2026-01-08 17:00:00,4212.07,3.47,0.2588,0
area_001,2026-01-08 17:30:00,4234.68,4.35,0.1305,0
area_001,2026-01-08 18:00:00,4287.54,3.93,0.0,0
area_001,2026-01-08 18:30:00,4262.31,4.02,0.0,0
area_001,2026-01-08 19:00:00,4231.96,4.02,0.0,0
area_001,2026-01-08 19:30:00,4302.64,5.8,0.0,0
area_001,2026-01-08 20:00:00,4354.41,4.27,0.0,0
area_001,2026-01-08 20:30:00,4334.84,3.44,0.0,0
area_001,2026-01-08 21:00:00,4326.53,7.04,0.0,0
area_001,2026-01-08 21:30:00,4373.53,6.2,0.0,0
area_001,2026-01-08 22:00:00,4375.09,7.55,0.0,0
area_001,2026-01-08 22:30:00,4352.24,9.48,0.0,0
area_001,2026-01-08 23:00:00,4398.65,8.16,0.0,0
area_001,2026-01-08 23:30:00,4406.15,9.49,0.0,0
area_001,2026-01-09 00:00:00,4352.48,10.28,0.0,0
area_001,2026-01-09 00:30:00,4439.51,12.0,0.0,0
area_001,2026-01-09 01:00:00,4348.04,14.03,0.0,0
area_001,2026-01-09 01:30:00,4386.73,15.11,0.0,0
area_001,2026-01-09 02:00:00,4497.58,15.87,0.0,0
area_001,2026-01-09 02:30:00,4508.35,15.41,0.0,0
area_001,2026-01-09 03:00:00,4559.07,15.5,0.0,0
area_001,2026-01-09 03:30:00,4466.54,18.1,0.0,0
area_001,2026-01-09 04:00:00,4446.56,18.28,0.0,0
area_001,2026-01-09 04:30:00,4518.59,19.51,0.0,0
area_001,2026-01-09 05:00:00,4551.99,20.06,0.0,0
area_001,2026-01-09 05:30:00,4554.38,19.83,0.0,0
area_001,2026-01-09 06:00:00,4612.87,20.41,0.0,0
area_001,2026-01-09 06:30:00,4526.24,19.93,0.1305,0
area_001,2026-01-09 07:00:00,4542.82,19.98,0.2588,0
area_001,2026-01-09 07:30:00,4444.64,18.68,0.3827,0
area_001,2026-01-09 08:00:00,4486.54,18.65,0.5,0
area_001,2026-01-09 08:30:00,4437.7,18.38,0.6088,0
area_001,2026-01-09 09:00:00,4374.26,18.2,0.7071,0
area_001,2026-01-09 09:30:00,4387.53,16.45,0.7934,0
area_001,2026-01-09 10:00:00,4361.85,16.33,0.866,0
area_001,2026-01-09 10:30:00,4349.41,14.77,0.9239,0
area_001,2026-01-09 11:00:00,4422.91,13.91,0.9659,0
area_001,2026-01-09 11:30:00,4312.44,13.65,0.9914,0
area_001,2026-01-09 12:00:00,4323.04,10.36,1.0,0
area_001,2026-01-09 12:30:00,4218.87,9.88,0.9914,0
area_001,2026-01-09 13:00:00,4263.87,8.71,0.9659,0
area_001,2026-01-09 13:30:00,4292.52,7.04,0.9239,0
area_001,2026-01-09 14:00:00,4247.76,7.44,0.866,0
area_001,2026-01-09 14:30:00,4319.85,7.71,0.7934,0
area_001,2026-01-09 15:00:00,4259.18,6.1,0.7071,0
area_001,2026-01-09 15:30:00,4318.89,5.8,0.6088,0
area_001,2026-01-09 16:00:00,4255.79,5.94,0.5,0
area_001,2026-01-09 16:30:00,4256.44,5.67,0.3827,0
area_001,2026-01-09 17:00:00,4273.1,4.22,0.2588,0
area_001,2026-01-09 17:30:00,4270.17,5.15,0.1305,0
area_001,2026-01-09 18:00:00,4372.31,4.07,0.0,0
area_001,2026-01-09 18:30:00,4201.9,3.4,0.0,0
area_001,2026-01-09 19:00:00,4216.2,3.8,0.0,0
area_001,2026-01-09 19:30:00,4296.22,3.42,0.0,0
area_001,2026-01-09 20:00:00,4320.81,4.36,0.0,0
area_001,2026-01-09 20:30:00,4352.98,5.36,0.0,0
area_001,2026-01-09 21:00:00,4339.34,6.97,0.0,0
area_001,2026-01-09 21:30:00,4300.9,8.49,0.0,0
area_001,2026-01-09 22:00:00,4410.31,6.87,0.0,0
area_001,2026-01-09 22:30:00,4403.33,9.22,0.0,0
